TipVersion,TransactionNum,TransactionType,SourceId,SourceName,TimeStamp,UnitId,ReferenceSourceName,AltReferenceId,ReferenceSourceId,linenumber,ReferenceType,ReferenceId,ClientCode,ProductCode,EstimateCode,BuyerId,BuyerName,AdvertiserId,AdvertiserName,BrandId,BrandName,ProductId,ProductName,MediaOutletId,SalesElementName,SalesElementId,SalesElementType,Program,Daypart,InventoryType,LinkType,Makegood,Bonus,Length,Rate,AdId,Status,CreditInd,DowMonday,DowTuesday,DowWednesday,DowThursday,DowFriday,DowSaturday,DowSunday,CalendarDateTime,AirDate,Airtime,ChannelInt,Market,Salesoffice,StatusType,LogType
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-240,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Young Sheldon SYN,fc0c5e27-7811-4024-870f-9e1325af9b42,Program,Young Sheldon SYN,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T17:57:30,6/30/2025,17:57:30,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-237,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Big Bang Theory SYN,58e26df3-97b9-4406-9a61-42f1771fb596,Program,Big Bang Theory SYN,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T18:53:20,6/30/2025,18:53:20,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-235,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Paternity Court SYN,e0382a5e-7d1e-4205-bb9b-f29d0c2b5a7e,Program,Paternity Court SYN,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T07:43:30,6/30/2025,7:43:30,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-230,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Peoples Court,3eed470d-b962-42be-9ef4-9e4416f744bc,Program,Peoples Court,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T11:19:55,6/30/2025,11:19:55,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-234,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Living Local DMV,ca644b1c-b8c0-44fb-b5b9-c48254f3a114,Program,Living Local DMV,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T14:47:35,6/30/2025,14:47:35,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-228,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Paid Program,83259ae1-4b12-4fb0-86f2-f749fc38adaf,Program,Paid Program,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T08:28:40,6/30/2025,8:28:40,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-236,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Karamo SYN,605b4b5a-6eb2-4d59-ba00-98bcac16e3b6,Program,Karamo SYN,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T15:47:45,6/30/2025,15:47:45,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-225,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Judge Mathis,f7fea4f9-04fc-49e7-bff9-e7df43c26cac,Program,Judge Mathis,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T10:47:28,6/30/2025,10:47:28,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-229,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Steve Wilkos SYN,8809a9bb-8ea7-4005-9dd0-b2517a354a0c,Program,Steve Wilkos SYN,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T13:58:20,6/30/2025,13:58:20,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4888195-2-227,WDCW,,517,2,Order,4888195,,,FE2021L1860/FE23FL18,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,517,Equal Justice with Eboni K Williams,1f8475e8-e8e4-4a83-b587-a66aa18f09bf,Program,Equal Justice with Eboni K Williams,Miscellaneous,Commercial,,FALSE,FALSE,60,29,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T06:36:15,6/30/2025,6:36:15,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-1,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,Living Local DMV,ca644b1c-b8c0-44fb-b5b9-c48254f3a114,Program,Living Local DMV,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T13:20:23,7/1/2025,13:20:23,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-11,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,Karamo SYN,605b4b5a-6eb2-4d59-ba00-98bcac16e3b6,Program,Karamo SYN,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T10:40:10,7/1/2025,10:40:10,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-4,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,DC News Now @ 7am,77a4ba21-7db4-4f3a-8604-b7888af650bb,Program,DC News Now @ 7am,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T07:28:00,7/1/2025,7:28:00,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-16,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,Funny You Should Ask,9b4baca0-ad37-41d1-b16a-c85ff300163f,Program,Funny You Should Ask,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T14:28:45,7/1/2025,14:28:45,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-5,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,Dr Phil,8f00ef87-40f5-4d91-999f-0f19819bb08f,Program,Dr Phil,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T09:26:12,7/1/2025,9:26:12,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-7,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,DC News Now @ 7pm,cc059ba4-67b3-4809-bffb-d15435739071,Program,DC News Now @ 7pm,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T19:58:00,7/1/2025,19:58:00,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-14,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,DC News Now @ 7pm,cc059ba4-67b3-4809-bffb-d15435739071,Program,DC News Now @ 7pm,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T19:17:30,7/1/2025,19:17:30,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-18,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,DC News Now @ 6pm,006ad445-31bc-42b6-bd71-13045726dc43,Program,DC News Now @ 6pm,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T18:39:35,7/1/2025,18:39:35,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4925465-1-3,WDVM,,424,1,Order,4925465,,,SC24F19,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,424,DC News Now @ 5pm,b0d7eb26-4b9b-442e-bd70-bfbfbc95ea71,Program,DC News Now @ 5pm,Miscellaneous,Commercial,,FALSE,FALSE,60,10,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-01T17:28:00,7/1/2025,17:28:00,,Washington DC,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4892177-1-500,NTSM,,413,1,Order,4892177,,,Jun-25,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,413,Don Cheto,5617dbcd-c465-4574-983b-a29ecfbc4bdf,Program,Don Cheto,Early Morning,Commercial,,FALSE,FALSE,60,4,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T10:58:20,6/30/2025,10:58:20,,El Paso,Liberman/Atlanta,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4892177-1-481,NTSM,,413,1,Order,4892177,,,Jun-25,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,413,Retofamosos,1d76636a-ce6a-42ef-88af-f7631645de1e,Program,Retofamosos,Early Morning,Commercial,,FALSE,FALSE,60,4,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T13:08:50,6/30/2025,13:08:50,,El Paso,Liberman/Atlanta,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4892177-1-489,NTSM,,413,1,Order,4892177,,,Jun-25,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,413,Cine De La Manana,dbba13a6-6a85-4783-b0f9-c0a5ccf666e3,Program,Cine De La Manana,Early Morning,Commercial,,FALSE,FALSE,60,4,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T11:29:28,6/30/2025,11:29:28,,El Paso,Liberman/Atlanta,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4892177-1-488,NTSM,,413,1,Order,4892177,,,Jun-25,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,413,Rica Famosa Latina,0b3f4bcc-6da9-459f-92d8-4d7f95cbc9c2,Program,Rica Famosa Latina,Early Morning,Commercial,,FALSE,FALSE,60,4,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T16:49:25,6/30/2025,16:49:25,,El Paso,Liberman/Atlanta,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4892177-1-499,NTSM,,413,1,Order,4892177,,,Jun-25,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,413,Minuto Para Ganar,6570f3b3-3e5a-4550-9ac1-c6668c82491a,Program,Minuto Para Ganar,Early Morning,Commercial,,FALSE,FALSE,60,4,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T19:08:50,6/30/2025,19:08:50,,El Paso,Liberman/Atlanta,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4892177-1-482,NTSM,,413,1,Order,4892177,,,Jun-25,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,413,24 Horas,e252593e-1235-4171-98fd-c8337f259063,Program,24 Horas,Early Morning,Commercial,,FALSE,FALSE,60,4,,Scheduled,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2025-06-30T18:13:15,6/30/2025,18:13:15,,El Paso,Liberman/Atlanta,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4924783-1-94,WGHP-ANTTV,,497,1,Order,4924783,,,SC24F18 & FE2021L1860,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,497,Facts of Life,e84d7471-4d89-4575-855a-9a1dc76cd7e5,Program,Facts of Life,Daytime,Commercial,,FALSE,FALSE,60,6,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-02T14:45:00,7/2/2025,14:45:00,,Greensboro,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4924783-1-9,WGHP-ANTTV,,497,1,Order,4924783,,,SC24F18 & FE2021L1860,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,497,Dennis the Menace,882a0ac5-ade4-47ac-b24f-06438f9b55f4,Program,Dennis the Menace,Daytime,Commercial,,FALSE,FALSE,60,6,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-03T10:45:15,7/3/2025,10:45:15,,Greensboro,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4924783-1-6,WGHP-ANTTV,,497,1,Order,4924783,,,SC24F18 & FE2021L1860,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,497,227,9b24ca04-dd39-4e7d-bb2b-368085a44033,Program,227,Daytime,Commercial,,FALSE,FALSE,60,6,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-03T18:45:30,7/3/2025,18:45:30,,Greensboro,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4924783-1-10,WGHP-ANTTV,,497,1,Order,4924783,,,SC24F18 & FE2021L1860,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,497,Hazel,4f53d6c9-9cb8-4e33-bed3-4ded07c7eca7,Program,Hazel,Daytime,Commercial,,FALSE,FALSE,60,6,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-03T11:45:20,7/3/2025,11:45:20,,Greensboro,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4924783-1-3,WGHP-ANTTV,,497,1,Order,4924783,,,SC24F18 & FE2021L1860,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,497,Alice,cefb7b18-1d76-4dc1-81fa-4b7b050a2edf,Program,Alice,Daytime,Commercial,,FALSE,FALSE,60,6,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-03T15:45:30,7/3/2025,15:45:30,,Greensboro,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4924783-1-91,WGHP-ANTTV,,497,1,Order,4924783,,,SC24F18 & FE2021L1860,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,497,Family Ties,ce6de530-a1f6-4f75-8909-4dc37dd382ef,Program,Family Ties,Daytime,Commercial,,FALSE,FALSE,60,6,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-03T17:45:30,7/3/2025,17:45:30,,Greensboro,NSO - Direct Response,Spot Unfinalized,PreLog
6,f478ecd8-b43f-417b-9f03-af7add42dbb7,New,WOT,WOT,6/27/2025 5:46,4924783-1-93,WGHP-ANTTV,,497,1,Order,4924783,,,SC24F18 & FE2021L1860,116602,Policynology LLC,129166,Senior Life Insurance,,,"DR1,IN5",,497,Threes Company,c1079446-7452-4b99-872c-cc467be29d4c,Program,Threes Company,Daytime,Commercial,,FALSE,FALSE,60,6,,Scheduled,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-03T16:45:30,7/3/2025,16:45:30,,Greensboro,NSO - Direct Response,Spot Unfinalized,PreLog
